,Unnamed: 0.2,Home,Away,Game_ID,H_Score,A_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date,Season,Home_W_Pct_10,Away_W_Pct_10,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After
993,993,Orlando Magic,Brooklyn Nets,22101030,108,150,0.261,0.434,0.33,0.791,44.0,23.4,14.6,6.9,4.6,-7.5,104.1,111.6,0.539,0.515,0.469,0.354,0.798,44.3,25.1,13.9,7.1,5.4,-0.4,111.8,112.1,0.569,0,2022-03-15,2021-22,0.5,0.4,1390.484249835698,1476.658352157779,1365.5636945549402,1501.5789074385368
994,994,Miami Heat,Detroit Pistons,22101031,105,98,0.652,0.463,0.374,0.808,45.5,26.3,15.0,7.7,3.5,4.7,112.1,107.5,0.577,0.265,0.426,0.323,0.78,43.4,23.1,14.4,7.5,4.8,-8.9,104.4,113.2,0.527,1,2022-03-15,2021-22,0.7,0.5,1609.9216056793268,1352.9729715631136,1611.7752286025218,1351.1193486399186
995,995,Indiana Pacers,Memphis Grizzlies,22101029,102,135,0.333,0.461,0.342,0.762,45.0,24.9,14.5,6.9,5.7,-2.3,111.2,113.6,0.561,0.681,0.459,0.341,0.733,49.0,25.2,13.1,9.8,6.4,4.9,113.5,109.0,0.549,0,2022-03-15,2021-22,0.4,0.6,1411.7602980784973,1620.3292615819414,1399.333340764602,1632.7562188958368
996,996,New Orleans Pelicans,Phoenix Suns,22101032,115,131,0.412,0.454,0.33,0.784,46.1,25.5,14.5,8.1,4.2,-1.7,110.0,111.4,0.554,0.794,0.483,0.362,0.796,45.5,27.2,12.9,8.6,4.4,7.9,113.7,105.8,0.579,0,2022-03-15,2021-22,0.5,0.6,1510.653882799218,1674.8789176568123,1501.5507681585325,1683.982032297498
997,997,Houston Rockets,Phoenix Suns,22101038,112,129,0.25,0.453,0.344,0.708,41.5,22.9,16.5,7.1,4.4,-9.2,107.2,116.3,0.561,0.797,0.483,0.365,0.798,45.3,27.3,12.8,8.6,4.4,8.1,114.0,105.9,0.58,0,2022-03-16,2021-22,0.2,0.6,1309.975657448936,1683.982032297498,1306.6537776796215,1687.3039120668125
998,998,Utah Jazz,Chicago Bulls,22101041,125,110,0.618,0.472,0.363,0.776,47.2,22.9,14.5,7.2,5.0,6.3,116.0,109.8,0.591,0.603,0.482,0.373,0.818,43.2,24.2,13.1,7.2,4.4,1.5,112.9,111.6,0.582,1,2022-03-16,2021-22,0.6,0.4,1570.9993663740447,1504.4222757938128,1579.0325916764875,1496.38905049137
999,999,Sacramento Kings,Milwaukee Bucks,22101043,126,135,0.357,0.459,0.343,0.767,43.1,23.4,14.0,7.1,4.4,-5.0,109.7,114.5,0.559,0.623,0.463,0.366,0.775,46.4,23.5,13.3,7.6,4.0,3.9,113.8,110.0,0.578,0,2022-03-16,2021-22,0.3,0.7,1384.5172612815677,1589.3504955122942,1379.2666390153324,1594.6011177785294
1000,1000,Cleveland Cavaliers,Philadelphia 76ers,22101034,114,118,0.574,0.466,0.351,0.762,46.0,25.9,15.2,7.3,4.4,3.2,110.1,107.1,0.568,0.612,0.46,0.358,0.82,43.6,23.8,12.8,7.8,5.6,1.9,111.7,109.5,0.57,0,2022-03-16,2021-22,0.4,0.7,1530.8903018307888,1552.0997348250644,1523.8213892591857,1559.1686473966677
1001,1001,Charlotte Hornets,Atlanta Hawks,22101033,116,106,0.493,0.461,0.362,0.736,44.0,26.8,13.0,8.6,4.7,-0.1,112.5,112.4,0.565,0.5,0.468,0.37,0.809,44.7,24.7,12.1,7.0,4.5,0.9,114.6,113.7,0.577,1,2022-03-16,2021-22,0.5,0.6,1508.794233752979,1529.9348597285232,1517.9053080686865,1520.8237854128156
1002,1002,Brooklyn Nets,Dallas Mavericks,22101036,111,113,0.522,0.471,0.357,0.799,44.4,25.2,13.9,7.1,5.3,0.2,112.3,112.0,0.571,0.618,0.455,0.344,0.763,44.9,24.2,13.1,7.3,4.3,3.2,111.0,107.7,0.563,0,2022-03-16,2021-22,0.5,0.8,1501.5789074385368,1596.7731000117562,1497.4268446698738,1600.9251627804192
1003,1003,New York Knicks,Portland Trail Blazers,22101037,128,98,0.412,0.436,0.354,0.747,47.6,22.1,14.0,7.0,5.0,-1.1,108.9,110.3,0.547,0.388,0.444,0.351,0.765,44.1,22.8,14.2,7.7,4.5,-6.4,108.2,114.8,0.554,1,2022-03-16,2021-22,0.3,0.3,1479.8577998725548,1371.7091755228314,1490.52654514983,1361.040430245556
1004,1004,San Antonio Spurs,Oklahoma City Thunder,22101040,122,120,0.377,0.468,0.35,0.743,44.6,27.6,12.6,7.5,5.0,-0.6,111.3,111.7,0.554,0.294,0.424,0.315,0.764,45.8,21.9,13.7,7.7,4.7,-8.0,102.8,110.7,0.523,1,2022-03-16,2021-22,0.3,0.2,1445.283509030828,1332.234320927761,1447.5842970111082,1329.933532947481
1005,1005,Golden State Warriors,Boston Celtics,22101042,88,110,0.681,0.47,0.364,0.763,45.8,27.6,15.0,9.3,4.8,6.6,112.4,105.9,0.583,0.594,0.456,0.343,0.815,47.1,24.4,14.0,7.3,6.1,5.7,111.3,105.6,0.566,0,2022-03-16,2021-22,0.5,0.7,1598.3333930751874,1646.5482294231535,1580.4660925472265,1664.4155299511144
1006,1006,Minnesota Timberwolves,Los Angeles Lakers,22101039,124,104,0.571,0.454,0.353,0.773,43.8,25.1,14.3,8.7,5.7,3.0,113.0,109.8,0.569,0.426,0.465,0.35,0.727,43.4,23.4,14.5,7.8,5.5,-2.6,108.7,111.2,0.562,1,2022-03-16,2021-22,0.8,0.2,1590.8488867728815,1411.1853521927055,1596.373577550133,1405.660661415454
1007,1007,LA Clippers,Toronto Raptors,22101044,100,103,0.507,0.454,0.366,0.785,44.6,23.8,14.1,7.5,4.8,-0.8,107.9,108.8,0.557,0.559,0.442,0.352,0.754,46.3,22.4,13.0,9.3,4.8,1.6,111.4,110.0,0.541,0,2022-03-16,2021-22,0.6,0.6,1473.6290951882515,1567.0767336096633,1468.79277363908,1571.9130551588348
1008,1008,Washington Wizards,Denver Nuggets,22101035,109,127,0.433,0.469,0.34,0.784,43.9,25.0,13.5,6.5,5.0,-3.1,110.1,113.0,0.566,0.594,0.477,0.351,0.788,44.7,27.7,14.6,7.4,3.8,2.7,112.6,110.0,0.584,0,2022-03-16,2021-22,0.3,0.7,1393.5562597277894,1564.320418744239,1383.9726709033546,1573.904007568674
1009,1009,Orlando Magic,Detroit Pistons,22101045,120,134,0.257,0.434,0.331,0.791,43.9,23.4,14.5,6.8,4.6,-7.9,104.1,112.0,0.538,0.261,0.426,0.323,0.778,43.4,23.1,14.4,7.5,4.8,-8.9,104.3,113.2,0.527,0,2022-03-17,2021-22,0.5,0.4,1365.5636945549402,1351.1193486399186,1349.4852520979316,1367.1977910969272
1010,1010,Philadelphia 76ers,Dallas Mavericks,22101046,111,101,0.618,0.461,0.358,0.821,43.5,23.8,12.8,7.8,5.5,2.0,111.9,109.7,0.571,0.623,0.456,0.344,0.766,44.9,24.2,13.0,7.2,4.3,3.2,111.2,108.0,0.563,1,2022-03-18,2021-22,0.7,0.8,1559.1686473966677,1600.9251627804192,1569.06467337682,1591.029136800267
1011,1011,San Antonio Spurs,New Orleans Pelicans,22101054,91,124,0.386,0.468,0.352,0.744,44.7,27.7,12.6,7.5,5.0,-0.5,111.4,111.8,0.554,0.406,0.454,0.33,0.783,46.1,25.5,14.6,8.0,4.2,-1.9,110.1,111.7,0.554,0,2022-03-18,2021-22,0.3,0.5,1447.5842970111082,1501.5507681585325,1424.141479825283,1524.9935853443571
1012,1012,New York Knicks,Washington Wizards,22101050,100,97,0.42,0.437,0.355,0.749,47.6,22.2,13.9,7.1,5.1,-0.7,109.2,110.2,0.549,0.426,0.469,0.339,0.783,44.0,25.0,13.5,6.5,5.1,-3.3,110.1,113.2,0.566,1,2022-03-18,2021-22,0.4,0.2,1490.52654514983,1383.9726709033546,1493.276084414524,1381.2231316386606
1013,1013,Brooklyn Nets,Portland Trail Blazers,22101048,128,123,0.514,0.471,0.357,0.799,44.5,25.3,13.9,7.1,5.3,0.2,112.5,112.2,0.571,0.382,0.444,0.35,0.762,44.1,22.8,14.2,7.6,4.5,-6.7,108.1,115.0,0.554,1,2022-03-18,2021-22,0.5,0.2,1497.4268446698738,1361.040430245556,1500.404447107786,1358.062827807644
1014,1014,Phoenix Suns,Chicago Bulls,22101056,129,102,0.8,0.485,0.365,0.798,45.4,27.4,12.8,8.5,4.4,8.2,114.3,106.0,0.581,0.594,0.482,0.373,0.816,43.1,24.3,13.1,7.2,4.4,1.2,112.8,111.8,0.582,1,2022-03-18,2021-22,0.7,0.3,1687.3039120668125,1496.38905049137,1693.736345390472,1489.9566171677104
1015,1015,Miami Heat,Oklahoma City Thunder,22101052,120,108,0.657,0.462,0.374,0.81,45.5,26.3,15.0,7.6,3.4,4.7,112.1,107.4,0.578,0.29,0.425,0.316,0.763,45.8,21.9,13.8,7.7,4.6,-7.9,103.0,110.9,0.525,1,2022-03-18,2021-22,0.7,0.2,1611.7752286025218,1329.933532947481,1614.000155859085,1327.7086056909177
1016,1016,Cleveland Cavaliers,Denver Nuggets,22101049,119,116,0.565,0.467,0.351,0.763,46.0,25.9,15.2,7.4,4.4,3.1,110.3,107.3,0.568,0.6,0.478,0.352,0.79,44.7,27.8,14.6,7.4,3.8,2.9,112.8,110.0,0.584,1,2022-03-18,2021-22,0.4,0.7,1523.8213892591857,1573.904007568674,1529.328556060167,1568.396840767692
1017,1017,Houston Rockets,Indiana Pacers,22101053,118,121,0.246,0.454,0.345,0.707,41.4,22.9,16.4,7.2,4.4,-9.3,107.3,116.5,0.561,0.329,0.46,0.34,0.761,45.0,24.8,14.6,6.8,5.7,-2.8,111.0,113.8,0.559,0,2022-03-18,2021-22,0.2,0.3,1306.6537776796215,1399.333340764602,1301.8032384856308,1404.1838799585926
1018,1018,Sacramento Kings,Boston Celtics,22101057,97,126,0.352,0.459,0.343,0.768,43.0,23.4,14.0,7.2,4.5,-5.1,109.8,114.7,0.56,0.6,0.456,0.343,0.816,47.2,24.4,13.9,7.3,6.1,5.9,111.4,105.5,0.566,0,2022-03-18,2021-22,0.3,0.8,1379.2666390153324,1664.4155299511144,1371.4950913854525,1672.187077580994
1019,1019,Utah Jazz,LA Clippers,22101055,121,92,0.623,0.472,0.365,0.776,47.2,22.9,14.5,7.3,5.0,6.5,116.1,109.8,0.592,0.5,0.455,0.366,0.786,44.6,23.9,14.1,7.5,4.8,-0.8,108.0,108.9,0.558,1,2022-03-18,2021-22,0.6,0.5,1579.0325916764875,1468.79277363908,1589.3342158740502,1458.491149441517
1020,1020,Atlanta Hawks,Memphis Grizzlies,22101047,120,105,0.493,0.467,0.37,0.81,44.7,24.8,12.1,7.0,4.4,0.7,114.5,113.8,0.576,0.686,0.46,0.342,0.731,49.0,25.3,13.0,9.8,6.5,5.3,113.7,108.8,0.549,1,2022-03-18,2021-22,0.6,0.7,1520.8237854128156,1632.7562188958368,1537.4294759960749,1616.1505283125775
1021,1021,Toronto Raptors,Los Angeles Lakers,22101051,123,128,0.565,0.443,0.352,0.755,46.3,22.3,12.9,9.2,4.8,1.6,111.5,110.0,0.541,0.42,0.464,0.348,0.727,43.3,23.4,14.5,7.8,5.5,-2.8,108.7,111.4,0.562,0,2022-03-18,2021-22,0.7,0.2,1571.9130551588348,1405.660661415454,1559.0100520895055,1418.5636644847834
1022,1022,Washington Wizards,Los Angeles Lakers,22101061,127,119,0.42,0.468,0.339,0.783,43.9,24.9,13.5,6.4,5.1,-3.3,109.9,113.1,0.565,0.429,0.465,0.349,0.727,43.3,23.5,14.5,7.7,5.4,-2.7,108.9,111.5,0.562,1,2022-03-19,2021-22,0.2,0.3,1381.2231316386606,1418.5636644847834,1389.7315555722682,1410.0552405511758
1023,1023,Charlotte Hornets,Dallas Mavericks,22101059,129,108,0.5,0.462,0.361,0.738,44.0,26.9,13.0,8.6,4.8,0.1,112.6,112.4,0.566,0.614,0.456,0.344,0.765,44.9,24.2,13.0,7.2,4.3,3.0,111.2,108.1,0.563,1,2022-03-19,2021-22,0.6,0.8,1517.9053080686865,1591.029136800267,1536.1195528219882,1572.8148920469653
1024,1024,Cleveland Cavaliers,Detroit Pistons,22101060,113,109,0.571,0.466,0.351,0.762,45.9,26.0,15.1,7.4,4.4,3.1,110.3,107.4,0.568,0.271,0.427,0.326,0.775,43.4,23.2,14.3,7.6,4.8,-8.6,104.7,113.2,0.529,1,2022-03-19,2021-22,0.4,0.5,1529.328556060167,1367.1977910969272,1531.669490975283,1364.8568561818115
1025,1025,Minnesota Timberwolves,Milwaukee Bucks,22101058,138,119,0.577,0.454,0.354,0.775,43.9,25.0,14.3,8.6,5.7,3.3,113.2,109.7,0.569,0.629,0.464,0.368,0.774,46.4,23.4,13.3,7.6,3.9,3.9,113.9,110.1,0.579,1,2022-03-19,2021-22,0.9,0.8,1596.373577550133,1594.6011177785294,1608.987418765511,1581.9872765631517
1026,1026,Philadelphia 76ers,Toronto Raptors,22101069,88,93,0.623,0.461,0.359,0.822,43.5,23.8,12.8,7.8,5.5,2.1,112.0,109.7,0.572,0.557,0.444,0.352,0.753,46.3,22.4,12.9,9.2,4.7,1.5,111.6,110.3,0.542,0,2022-03-20,2021-22,0.7,0.6,1569.06467337682,1559.0100520895055,1560.383274293458,1567.6914511728671
1027,1027,Golden State Warriors,San Antonio Spurs,22101070,108,110,0.671,0.469,0.362,0.764,45.7,27.5,15.0,9.2,4.8,6.2,112.1,106.1,0.582,0.38,0.466,0.35,0.745,44.6,27.6,12.6,7.5,5.0,-1.0,111.1,112.0,0.553,0,2022-03-20,2021-22,0.4,0.3,1580.4660925472265,1424.141479825283,1571.791979290358,1432.815593082152
1028,1028,New York Knicks,Utah Jazz,22101067,93,108,0.429,0.436,0.355,0.749,47.8,22.2,13.9,7.1,5.1,-0.6,109.1,110.0,0.548,0.629,0.472,0.365,0.776,47.4,23.0,14.5,7.3,5.0,6.8,116.2,109.5,0.592,0,2022-03-20,2021-22,0.5,0.6,1493.276084414524,1589.3342158740502,1481.7451485784832,1600.8651517100911
1029,1029,Orlando Magic,Oklahoma City Thunder,22101065,90,85,0.254,0.434,0.331,0.79,43.9,23.4,14.5,6.7,4.6,-8.0,104.2,112.3,0.539,0.286,0.426,0.316,0.764,45.9,21.9,13.8,7.7,4.6,-7.9,103.1,111.1,0.525,1,2022-03-20,2021-22,0.4,0.1,1349.4852520979316,1327.7086056909177,1354.6349425386045,1322.5589152502446
1030,1030,Houston Rockets,Memphis Grizzlies,22101063,98,122,0.243,0.454,0.346,0.71,41.4,22.9,16.4,7.2,4.5,-9.2,107.4,116.5,0.562,0.676,0.46,0.342,0.731,49.0,25.2,13.1,9.7,6.5,5.0,113.6,109.0,0.549,0,2022-03-20,2021-22,0.2,0.7,1301.8032384856308,1616.1505283125775,1295.974204888135,1621.9795619100732
1031,1031,Sacramento Kings,Phoenix Suns,22101066,124,127,0.347,0.459,0.344,0.767,42.9,23.4,14.1,7.1,4.5,-5.4,109.7,114.9,0.559,0.803,0.486,0.366,0.8,45.4,27.3,12.8,8.5,4.4,8.5,114.5,106.0,0.582,0,2022-03-20,2021-22,0.3,0.8,1371.4950913854525,1693.736345390472,1369.816669796412,1695.4147669795125
1032,1032,Atlanta Hawks,New Orleans Pelicans,22101064,112,117,0.5,0.467,0.371,0.81,44.6,24.8,12.0,7.1,4.5,0.9,114.6,113.7,0.576,0.414,0.455,0.331,0.783,46.3,25.5,14.5,8.1,4.2,-1.4,110.3,111.4,0.555,0,2022-03-20,2021-22,0.6,0.5,1537.4294759960749,1524.9935853443571,1528.685164047694,1533.737897292738
1033,1033,Indiana Pacers,Portland Trail Blazers,22101062,129,98,0.338,0.461,0.34,0.761,45.0,24.9,14.6,6.8,5.7,-2.7,111.1,113.8,0.559,0.377,0.445,0.351,0.76,44.0,22.9,14.2,7.7,4.5,-6.7,108.3,115.2,0.554,1,2022-03-20,2021-22,0.4,0.1,1404.1838799585926,1358.062827807644,1418.8754560795237,1343.3712516867129
1034,1034,Denver Nuggets,Boston Celtics,22101068,104,124,0.592,0.478,0.351,0.79,44.7,27.8,14.6,7.4,3.8,2.8,112.8,110.0,0.584,0.606,0.457,0.347,0.815,47.2,24.5,13.9,7.4,6.0,6.2,111.6,105.4,0.568,0,2022-03-20,2021-22,0.6,0.8,1568.396840767692,1672.187077580994,1554.781824566684,1685.8020937820022
1035,1035,Detroit Pistons,Portland Trail Blazers,22101073,115,119,0.268,0.428,0.327,0.775,43.3,23.2,14.4,7.6,4.8,-8.5,104.8,113.2,0.53,0.371,0.445,0.35,0.759,43.8,22.9,14.3,7.7,4.5,-7.0,108.3,115.5,0.554,0,2022-03-21,2021-22,0.4,0.1,1364.8568561818115,1343.3712516867129,1356.782855524847,1351.445252343677
1036,1036,Charlotte Hornets,New Orleans Pelicans,22101071,106,103,0.507,0.462,0.363,0.738,44.1,27.0,12.9,8.6,4.8,0.4,112.9,112.4,0.567,0.423,0.455,0.331,0.785,46.3,25.4,14.5,8.2,4.1,-1.3,110.3,111.3,0.555,1,2022-03-21,2021-22,0.6,0.5,1536.1195528219882,1533.737897292738,1540.568976579024,1529.2884735357022
1037,1037,Dallas Mavericks,Minnesota Timberwolves,22101079,110,108,0.606,0.456,0.345,0.766,44.9,24.1,13.1,7.2,4.3,2.6,111.2,108.5,0.563,0.583,0.455,0.356,0.776,43.9,25.1,14.2,8.7,5.6,3.5,113.4,109.8,0.571,1,2022-03-21,2021-22,0.7,0.9,1572.8148920469653,1608.987418765511,1577.321997920701,1604.4803128917752
1038,1038,Houston Rockets,Washington Wizards,22101077,115,97,0.239,0.454,0.346,0.709,41.4,23.0,16.4,7.2,4.5,-9.4,107.2,116.5,0.562,0.429,0.469,0.341,0.784,43.8,25.0,13.4,6.5,5.0,-3.1,110.2,113.2,0.567,1,2022-03-21,2021-22,0.2,0.3,1295.974204888135,1389.7315555722682,1313.6110227859583,1372.094737674445
1039,1039,Oklahoma City Thunder,Boston Celtics,22101078,123,132,0.282,0.424,0.315,0.762,45.9,21.8,13.8,7.8,4.7,-7.9,102.9,110.8,0.524,0.611,0.459,0.348,0.816,47.1,24.6,13.9,7.3,6.0,6.5,112.0,105.5,0.57,0,2022-03-21,2021-22,0.1,0.8,1322.5589152502446,1685.8020937820022,1320.2166806325183,1688.1443283997282
1040,1040,Brooklyn Nets,Utah Jazz,22101075,114,106,0.521,0.473,0.358,0.8,44.5,25.3,14.0,7.1,5.3,0.3,112.7,112.3,0.573,0.634,0.472,0.365,0.776,47.5,22.9,14.5,7.3,5.1,6.9,116.3,109.4,0.592,1,2022-03-21,2021-22,0.5,0.6,1500.404447107786,1600.8651517100911,1511.1687741043313,1590.1008247135458
1041,1041,Chicago Bulls,Toronto Raptors,22101076,113,99,0.586,0.481,0.372,0.816,43.0,24.2,13.0,7.2,4.3,0.8,112.7,112.1,0.581,0.563,0.443,0.351,0.752,46.5,22.3,12.9,9.2,4.7,1.6,111.5,110.0,0.54,1,2022-03-21,2021-22,0.2,0.6,1489.9566171677104,1567.6914511728671,1504.0159053414511,1553.6321629991264
1042,1042,Philadelphia 76ers,Miami Heat,22101074,113,106,0.614,0.46,0.358,0.821,43.5,23.8,12.8,7.8,5.5,2.0,111.8,109.6,0.571,0.662,0.462,0.374,0.81,45.5,26.3,14.9,7.6,3.4,4.9,112.3,107.5,0.578,1,2022-03-21,2021-22,0.6,0.7,1560.383274293458,1614.000155859085,1568.7841396325286,1605.5992905200144
1043,1043,Cleveland Cavaliers,Los Angeles Lakers,22101072,120,131,0.577,0.467,0.351,0.759,45.9,26.0,15.1,7.4,4.4,3.1,110.4,107.4,0.568,0.423,0.465,0.349,0.728,43.3,23.5,14.5,7.7,5.4,-2.8,109.1,111.7,0.563,0,2022-03-21,2021-22,0.5,0.3,1531.669490975283,1410.0552405511758,1513.3784525034227,1428.346279023036
1044,1044,Denver Nuggets,LA Clippers,22101083,127,115,0.583,0.477,0.351,0.79,44.7,27.8,14.6,7.3,3.8,2.5,112.8,110.4,0.584,0.493,0.453,0.365,0.788,44.6,23.9,14.1,7.6,4.9,-1.2,107.8,109.1,0.557,1,2022-03-22,2021-22,0.6,0.4,1554.781824566684,1458.491149441517,1560.801473802947,1452.4715002052544
1045,1045,Milwaukee Bucks,Chicago Bulls,22101082,126,98,0.62,0.464,0.368,0.775,46.4,23.4,13.3,7.6,3.9,3.6,113.9,110.4,0.579,0.592,0.481,0.372,0.812,43.1,24.3,12.9,7.2,4.3,1.0,112.8,112.1,0.58,1,2022-03-22,2021-22,0.8,0.3,1581.9872765631517,1504.0159053414511,1593.743949049619,1492.2592328549838
1046,1046,New York Knicks,Atlanta Hawks,22101081,111,117,0.423,0.435,0.355,0.749,47.7,22.2,13.9,7.1,5.0,-0.8,109.0,110.1,0.547,0.493,0.467,0.37,0.811,44.5,24.8,12.1,7.1,4.4,0.8,114.5,113.7,0.576,0,2022-03-22,2021-22,0.5,0.6,1481.7451485784832,1528.685164047694,1473.819715266029,1536.610597360148
1047,1047,Orlando Magic,Golden State Warriors,22101080,94,90,0.264,0.434,0.33,0.79,44.1,23.4,14.6,6.8,4.5,-7.8,104.0,111.9,0.538,0.662,0.469,0.361,0.763,45.9,27.5,15.0,9.2,4.7,6.1,112.1,106.2,0.581,1,2022-03-22,2021-22,0.4,0.4,1354.6349425386045,1571.791979290358,1365.3685140555417,1561.0584077734206
1048,1048,Los Angeles Lakers,Philadelphia 76ers,22101093,121,126,0.431,0.467,0.35,0.729,43.2,23.7,14.4,7.7,5.3,-2.6,109.4,111.9,0.564,0.62,0.461,0.359,0.82,43.5,23.8,12.8,7.8,5.5,2.0,111.9,109.6,0.572,0,2022-03-23,2021-22,0.4,0.6,1428.346279023036,1568.7841396325286,1423.3025078523774,1573.8279108031873
1049,1049,Oklahoma City Thunder,Orlando Magic,22101091,118,102,0.278,0.426,0.317,0.762,45.9,21.9,13.8,7.7,4.6,-7.9,103.2,111.1,0.525,0.274,0.434,0.329,0.79,44.1,23.4,14.6,6.8,4.6,-7.7,104.0,111.7,0.538,1,2022-03-23,2021-22,0.0,0.5,1320.2166806325183,1365.3685140555417,1333.8025304361695,1351.7826642518908
1050,1050,Minnesota Timberwolves,Phoenix Suns,22101090,116,125,0.575,0.454,0.356,0.777,43.9,25.0,14.2,8.7,5.6,3.4,113.4,109.8,0.57,0.806,0.486,0.367,0.801,45.4,27.2,12.9,8.5,4.4,8.4,114.5,106.1,0.583,0,2022-03-23,2021-22,0.8,0.8,1604.4803128917752,1695.4147669795125,1595.9786629501668,1703.9164169211208
1051,1051,Charlotte Hornets,New York Knicks,22101084,106,121,0.514,0.463,0.363,0.74,44.0,27.1,13.0,8.5,4.9,0.4,112.8,112.4,0.567,0.417,0.436,0.356,0.746,47.7,22.1,13.9,7.2,5.0,-0.9,109.1,110.3,0.547,0,2022-03-23,2021-22,0.7,0.5,1540.568976579024,1473.819715266029,1521.0553770446318,1493.3333148004217
1052,1052,Indiana Pacers,Sacramento Kings,22101086,109,110,0.347,0.462,0.341,0.762,45.0,25.1,14.6,6.9,5.6,-2.2,111.4,113.7,0.561,0.342,0.458,0.345,0.769,42.9,23.5,14.0,7.2,4.4,-5.3,109.7,114.8,0.56,0,2022-03-23,2021-22,0.4,0.2,1418.8754560795237,1369.816669796412,1413.2914761047057,1375.4006497712303
1053,1053,Memphis Grizzlies,Brooklyn Nets,22101089,132,120,0.681,0.46,0.344,0.732,49.0,25.2,13.1,9.8,6.5,5.3,113.6,108.7,0.55,0.528,0.474,0.358,0.8,44.5,25.4,14.0,7.0,5.3,0.4,112.8,112.3,0.574,1,2022-03-23,2021-22,0.7,0.6,1621.9795619100732,1511.1687741043313,1627.5826006768395,1505.565735337565
1054,1054,Portland Trail Blazers,San Antonio Spurs,22101094,96,133,0.38,0.445,0.349,0.759,43.9,22.9,14.2,7.8,4.5,-6.9,108.4,115.4,0.554,0.389,0.465,0.35,0.745,44.6,27.6,12.6,7.5,4.9,-1.0,111.2,112.0,0.552,0,2022-03-23,2021-22,0.2,0.4,1351.445252343677,1432.815593082152,1328.353349551729,1455.9074958741005
1055,1055,Detroit Pistons,Atlanta Hawks,22101085,122,101,0.264,0.428,0.326,0.776,43.4,23.2,14.5,7.6,4.8,-8.4,104.9,113.3,0.53,0.5,0.468,0.371,0.811,44.5,24.8,12.1,7.1,4.5,0.9,114.6,113.7,0.577,1,2022-03-23,2021-22,0.4,0.6,1356.782855524847,1536.610597360148,1382.6869335956685,1510.7065192893267
1056,1056,Miami Heat,Golden State Warriors,22101088,104,118,0.653,0.462,0.373,0.813,45.4,26.2,14.9,7.6,3.4,4.7,112.2,107.6,0.578,0.653,0.468,0.361,0.762,46.0,27.4,15.0,9.2,4.7,6.0,111.9,106.1,0.58,0,2022-03-23,2021-22,0.6,0.4,1605.5992905200144,1561.0584077734206,1588.0527143470051,1578.6049839464297
1057,1057,Boston Celtics,Utah Jazz,22101087,125,97,0.616,0.46,0.349,0.817,47.0,24.6,13.8,7.3,6.1,6.5,112.2,105.8,0.571,0.625,0.472,0.365,0.777,47.3,22.9,14.5,7.3,5.1,6.7,116.2,109.5,0.592,1,2022-03-23,2021-22,0.9,0.6,1688.1443283997282,1590.1008247135458,1698.8116831091063,1579.4334700041677
1058,1058,Dallas Mavericks,Houston Rockets,22101092,110,91,0.611,0.456,0.344,0.766,44.9,24.1,13.1,7.1,4.3,2.6,111.2,108.5,0.564,0.25,0.454,0.348,0.71,41.4,23.1,16.4,7.1,4.5,-9.1,107.4,116.3,0.563,1,2022-03-23,2021-22,0.7,0.3,1577.321997920701,1313.6110227859583,1580.674097832567,1310.2589228740924
1059,1059,Milwaukee Bucks,Washington Wizards,22101097,114,102,0.625,0.466,0.369,0.774,46.5,23.5,13.3,7.5,4.0,3.9,114.1,110.2,0.58,0.423,0.468,0.339,0.785,43.9,25.0,13.4,6.5,5.1,-3.4,110.0,113.3,0.566,1,2022-03-24,2021-22,0.8,0.2,1593.743949049619,1372.094737674445,1596.867376775955,1368.971309948109
1060,1060,Denver Nuggets,Phoenix Suns,22101099,130,140,0.589,0.478,0.353,0.792,44.7,27.9,14.5,7.3,3.8,2.6,113.1,110.5,0.585,0.808,0.486,0.367,0.801,45.4,27.3,12.9,8.5,4.5,8.4,114.7,106.2,0.584,0,2022-03-24,2021-22,0.6,0.8,1560.801473802947,1703.9164169211208,1553.4467651255895,1711.2711255984782
1061,1061,Toronto Raptors,Cleveland Cavaliers,22101095,117,104,0.556,0.442,0.349,0.753,46.6,22.4,12.9,9.1,4.8,1.4,111.4,110.2,0.54,0.569,0.468,0.352,0.76,45.8,26.0,15.1,7.3,4.4,2.9,110.6,107.8,0.569,1,2022-03-24,2021-22,0.6,0.5,1553.6321629991264,1513.3784525034227,1561.8882644177256,1505.1223510848235
1062,1062,Memphis Grizzlies,Indiana Pacers,22101096,133,103,0.685,0.46,0.346,0.734,48.9,25.3,13.1,9.7,6.5,5.4,113.9,108.8,0.55,0.342,0.462,0.342,0.764,45.0,25.2,14.6,6.9,5.6,-2.2,111.4,113.6,0.561,1,2022-03-24,2021-22,0.7,0.4,1627.5826006768395,1413.2914761047057,1633.6945921216657,1407.179484659879
