,Unnamed: 0.9,Unnamed: 0,Home,Away,Game_ID,H_Score,A_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
247,247,,Los Angeles Lakers,Sacramento Kings,22100291,137,141,0.5,0.456,0.349,0.752,44.4,22.7,15.4,8.0,5.6,-3.0,105.4,108.5,0.552,0.368,0.452,0.334,0.76,44.7,22.1,14.2,6.9,4.7,-2.0,109.3,110.9,0.552,0,11/26/2021
248,248,,New York Knicks,Phoenix Suns,22100282,97,118,0.556,0.442,0.368,0.765,46.2,22.2,14.3,7.1,6.4,0.8,108.4,107.7,0.554,0.833,0.479,0.358,0.788,45.8,26.2,13.4,8.7,4.3,6.8,110.3,103.8,0.574,0,11/26/2021
249,249,,LA Clippers,Detroit Pistons,22100280,107,96,0.556,0.445,0.353,0.808,44.6,22.4,14.6,8.3,4.5,3.0,105.3,102.5,0.552,0.222,0.407,0.295,0.772,42.1,21.8,15.1,8.8,4.7,-9.5,100.5,109.8,0.509,1,11/26/2021
250,250,,Orlando Magic,Chicago Bulls,22100283,88,123,0.211,0.414,0.333,0.759,45.6,22.1,15.8,6.5,4.8,-9.9,102.0,111.6,0.519,0.632,0.458,0.363,0.849,43.4,22.5,13.1,8.5,4.5,2.8,108.2,105.3,0.559,0,11/26/2021
251,251,,Utah Jazz,New Orleans Pelicans,22100289,97,98,0.667,0.467,0.342,0.787,48.0,22.1,15.3,7.8,5.8,9.0,114.2,105.3,0.586,0.2,0.424,0.337,0.817,47.1,23.6,15.9,7.4,4.3,-7.5,103.6,110.5,0.526,0,11/26/2021
252,252,,Indiana Pacers,Toronto Raptors,22100284,114,97,0.4,0.458,0.341,0.764,46.2,23.5,14.9,7.1,6.8,1.6,107.9,106.6,0.555,0.474,0.441,0.352,0.779,46.0,21.9,13.4,10.2,4.6,0.7,110.6,110.0,0.536,1,11/26/2021
253,253,,Denver Nuggets,Milwaukee Bucks,22100288,109,120,0.5,0.456,0.323,0.744,45.5,24.6,14.5,7.8,4.3,-0.2,106.0,106.6,0.547,0.579,0.443,0.362,0.737,47.1,22.3,13.8,7.6,4.5,2.5,108.0,105.6,0.554,0,11/26/2021
254,254,,Charlotte Hornets,Minnesota Timberwolves,22100281,133,115,0.6,0.449,0.365,0.719,44.4,25.3,12.9,9.0,5.0,-0.5,109.0,109.0,0.545,0.5,0.424,0.335,0.77,45.4,23.5,16.2,9.4,6.2,2.6,106.6,104.0,0.534,1,11/26/2021
255,255,,Memphis Grizzlies,Atlanta Hawks,22100285,100,132,0.5,0.446,0.338,0.775,46.2,24.8,13.5,9.5,5.7,-5.2,109.5,115.1,0.541,0.526,0.463,0.371,0.805,46.7,23.9,12.5,6.9,4.2,1.7,111.9,110.3,0.563,0,11/26/2021
256,256,,Oklahoma City Thunder,Washington Wizards,22100286,99,101,0.333,0.41,0.312,0.73,48.6,20.4,14.5,7.1,4.4,-7.3,99.8,107.0,0.507,0.611,0.453,0.321,0.78,47.0,23.3,14.6,6.7,5.2,0.6,105.6,105.1,0.55,0,11/26/2021
257,257,,Philadelphia 76ers,Minnesota Timberwolves,22100292,120,121,0.526,0.465,0.364,0.827,43.4,23.2,13.0,8.3,6.1,1.0,111.3,109.9,0.57,0.474,0.425,0.334,0.769,45.3,23.5,15.9,9.3,6.2,1.6,106.9,105.3,0.534,0,11/27/2021
258,258,,Chicago Bulls,Miami Heat,22100296,104,107,0.65,0.463,0.372,0.84,43.6,23.0,13.2,8.7,4.3,4.4,109.0,104.4,0.563,0.632,0.463,0.347,0.809,47.5,24.5,15.2,7.7,2.5,6.5,110.6,104.3,0.57,0,11/27/2021
259,259,,Brooklyn Nets,Phoenix Suns,22100294,107,113,0.737,0.466,0.377,0.808,44.3,25.2,14.0,6.9,5.3,4.6,109.1,104.7,0.58,0.842,0.482,0.363,0.789,45.3,26.4,13.3,8.8,4.2,7.6,110.9,103.6,0.578,0,11/27/2021
260,260,,Cleveland Cavaliers,Orlando Magic,22100295,105,92,0.474,0.444,0.329,0.769,45.5,24.2,16.2,7.9,3.6,-0.5,105.4,105.5,0.545,0.2,0.412,0.329,0.755,45.1,21.9,15.8,6.5,4.8,-11.2,101.3,112.3,0.517,1,11/27/2021
261,261,,Houston Rockets,Charlotte Hornets,22100297,146,143,0.111,0.429,0.318,0.691,44.0,20.0,18.4,7.1,4.6,-10.0,98.1,108.0,0.528,0.619,0.454,0.376,0.722,44.3,25.6,13.0,8.8,5.1,0.3,109.9,109.1,0.552,1,11/27/2021
262,262,,Utah Jazz,New Orleans Pelicans,22100299,127,105,0.632,0.466,0.344,0.782,47.8,21.9,15.4,7.7,5.9,8.5,113.6,105.0,0.584,0.238,0.424,0.34,0.818,46.8,23.8,15.8,7.5,4.3,-7.1,103.5,110.1,0.526,1,11/27/2021
263,263,,Dallas Mavericks,Washington Wizards,22100298,114,120,0.588,0.436,0.331,0.745,46.0,23.1,12.4,7.8,4.3,-1.3,106.6,107.8,0.538,0.632,0.454,0.322,0.789,46.9,23.1,14.7,6.5,5.6,0.7,105.6,105.0,0.552,0,11/27/2021
264,264,,Atlanta Hawks,New York Knicks,22100293,90,99,0.55,0.47,0.376,0.8,46.8,24.4,12.5,7.0,4.2,3.2,112.9,109.7,0.569,0.526,0.438,0.365,0.765,46.5,21.7,14.4,7.1,6.1,-0.3,107.9,108.5,0.55,0,11/27/2021
265,265,,Los Angeles Lakers,Detroit Pistons,22100304,110,106,0.476,0.458,0.349,0.749,44.1,22.8,15.4,7.9,5.6,-3.0,105.6,108.8,0.555,0.211,0.405,0.293,0.777,42.6,21.5,15.1,8.7,4.7,-9.6,100.1,109.4,0.507,1,11/28/2021
266,266,,LA Clippers,Golden State Warriors,22100300,90,105,0.579,0.444,0.349,0.816,45.0,22.6,14.6,8.3,4.5,3.4,105.2,102.0,0.551,0.895,0.481,0.365,0.782,46.8,29.2,15.8,9.5,4.9,13.5,113.4,99.9,0.598,0,11/28/2021
267,267,,Indiana Pacers,Milwaukee Bucks,22100301,100,118,0.429,0.46,0.338,0.765,46.7,23.9,14.8,7.0,6.6,2.3,108.5,106.4,0.556,0.6,0.45,0.367,0.73,47.0,22.4,14.2,7.4,4.7,2.9,108.8,106.0,0.561,0,11/28/2021
268,268,,Toronto Raptors,Boston Celtics,22100302,97,109,0.45,0.44,0.347,0.776,45.9,21.7,13.3,10.2,4.5,-0.3,110.2,110.5,0.534,0.5,0.436,0.324,0.807,46.4,22.4,13.7,7.6,5.7,1.1,105.8,105.2,0.54,0,11/28/2021
269,269,,Memphis Grizzlies,Sacramento Kings,22100303,128,101,0.474,0.444,0.336,0.773,45.7,24.9,13.4,9.5,5.8,-6.6,109.0,115.9,0.539,0.4,0.452,0.333,0.753,44.7,22.3,14.1,7.0,4.6,-1.7,109.6,110.7,0.551,1,11/28/2021
270,270,,Philadelphia 76ers,Orlando Magic,22100305,101,96,0.5,0.462,0.363,0.821,43.2,23.3,13.1,8.4,6.0,0.9,111.0,109.8,0.569,0.19,0.412,0.326,0.746,45.1,21.9,15.5,6.8,4.8,-11.3,101.0,112.0,0.515,1,11/29/2021
271,271,,San Antonio Spurs,Washington Wizards,22100311,116,99,0.278,0.463,0.338,0.69,43.7,27.0,13.1,8.6,5.0,-2.9,105.3,107.8,0.535,0.65,0.46,0.324,0.79,46.8,23.4,14.7,6.4,5.5,1.0,106.6,105.6,0.558,1,11/29/2021
272,272,,Chicago Bulls,Charlotte Hornets,22100307,133,119,0.619,0.464,0.366,0.839,43.9,23.0,13.6,8.6,4.3,4.0,108.9,104.7,0.564,0.591,0.454,0.377,0.734,43.9,25.7,12.9,8.8,5.1,0.2,110.9,110.3,0.555,1,11/29/2021
273,273,,LA Clippers,New Orleans Pelicans,22100313,104,123,0.55,0.442,0.348,0.807,45.1,22.3,15.1,8.3,4.4,2.5,104.4,102.2,0.549,0.227,0.425,0.334,0.818,46.7,24.0,15.8,7.5,4.2,-7.8,103.6,110.8,0.525,0,11/29/2021
274,274,,Miami Heat,Denver Nuggets,22100306,111,120,0.65,0.461,0.347,0.812,47.0,24.4,15.0,8.0,2.4,6.4,110.5,104.4,0.569,0.474,0.455,0.326,0.749,44.9,24.6,14.2,7.8,4.1,-0.8,106.4,107.5,0.547,0,11/29/2021
275,275,,Houston Rockets,Oklahoma City Thunder,22100308,102,89,0.158,0.435,0.329,0.69,43.6,20.7,18.1,6.9,4.6,-9.3,100.1,109.2,0.536,0.316,0.41,0.313,0.735,48.3,20.6,14.3,7.1,4.4,-7.0,100.0,107.0,0.506,1,11/29/2021
276,276,,Utah Jazz,Portland Trail Blazers,22100312,129,107,0.65,0.47,0.353,0.781,47.4,22.0,15.6,7.8,5.8,9.2,114.2,105.0,0.59,0.5,0.459,0.356,0.794,45.5,24.0,13.8,8.3,4.7,0.6,111.6,111.5,0.57,1,11/29/2021
277,277,,Dallas Mavericks,Cleveland Cavaliers,22100310,96,114,0.556,0.438,0.333,0.744,45.5,23.2,12.1,7.7,4.3,-1.6,107.2,108.8,0.54,0.5,0.444,0.331,0.769,45.8,24.4,16.1,7.7,3.8,0.2,105.5,105.1,0.545,0,11/29/2021
278,278,,Minnesota Timberwolves,Indiana Pacers,22100309,100,98,0.5,0.429,0.336,0.765,45.5,23.3,16.1,9.2,6.2,1.5,106.9,105.4,0.537,0.409,0.458,0.334,0.765,46.6,23.8,14.7,7.0,6.4,1.4,108.1,107.0,0.553,1,11/29/2021
279,279,,Brooklyn Nets,New York Knicks,22100314,112,110,0.7,0.467,0.375,0.806,44.4,25.2,14.3,6.9,5.3,4.1,109.0,105.0,0.58,0.55,0.438,0.366,0.763,46.8,21.7,14.2,7.0,6.0,0.2,107.8,108.0,0.549,1,11/30/2021
280,280,,Phoenix Suns,Golden State Warriors,22100316,104,96,0.85,0.481,0.362,0.793,45.0,25.9,13.2,8.9,4.0,7.5,110.8,103.7,0.577,0.9,0.479,0.368,0.769,46.6,29.0,15.9,10.0,4.8,13.5,113.0,99.4,0.595,1,11/30/2021
281,281,,Sacramento Kings,Los Angeles Lakers,22100318,92,117,0.381,0.446,0.326,0.749,44.8,22.0,13.8,6.9,4.8,-2.9,108.9,111.2,0.545,0.5,0.46,0.346,0.742,44.0,23.2,15.2,8.1,5.6,-2.7,105.6,108.5,0.555,0,11/30/2021
282,282,,Portland Trail Blazers,Detroit Pistons,22100317,110,92,0.476,0.46,0.356,0.791,45.4,23.8,13.6,7.9,4.7,-0.5,111.7,112.6,0.569,0.2,0.406,0.297,0.782,43.0,21.8,15.2,8.5,4.7,-9.3,100.2,109.2,0.509,1,11/30/2021
283,283,,Toronto Raptors,Memphis Grizzlies,22100315,91,98,0.429,0.437,0.345,0.78,45.8,21.6,13.2,10.0,4.5,-0.8,109.7,110.5,0.532,0.5,0.446,0.336,0.771,46.7,25.1,13.2,9.2,6.0,-4.9,109.6,114.8,0.541,0,11/30/2021
284,284,,Boston Celtics,Philadelphia 76ers,22100322,88,87,0.524,0.435,0.326,0.816,46.8,22.5,13.9,7.4,5.6,1.6,106.0,104.9,0.542,0.524,0.459,0.36,0.817,43.7,23.3,13.0,8.4,6.0,1.1,110.4,108.9,0.564,1,12/01/2021
285,285,,LA Clippers,Sacramento Kings,22100327,115,124,0.524,0.445,0.35,0.804,44.7,22.2,15.2,8.0,4.3,1.5,104.7,103.6,0.552,0.364,0.446,0.322,0.749,44.6,22.0,14.1,7.1,4.7,-3.9,108.2,111.6,0.544,0,12/01/2021
286,286,,Orlando Magic,Denver Nuggets,22100320,108,103,0.182,0.412,0.322,0.748,45.5,21.8,15.3,6.8,4.9,-11.0,100.6,111.4,0.514,0.5,0.46,0.335,0.75,44.5,25.1,14.2,7.6,4.0,-0.3,107.6,108.1,0.555,1,12/01/2021
287,287,,Miami Heat,Cleveland Cavaliers,22100323,85,111,0.619,0.462,0.347,0.807,46.7,24.9,14.8,7.7,2.4,5.6,110.9,105.6,0.569,0.524,0.45,0.336,0.769,46.0,24.6,16.3,7.5,3.8,1.0,106.0,104.6,0.55,0,12/01/2021
288,288,,Milwaukee Bucks,Charlotte Hornets,22100324,127,125,0.619,0.453,0.361,0.735,47.3,22.6,14.2,7.3,4.6,3.6,109.2,105.7,0.563,0.565,0.455,0.381,0.737,43.5,25.6,12.7,8.7,5.2,-0.4,111.2,111.3,0.557,1,12/01/2021
289,289,,Indiana Pacers,Atlanta Hawks,22100319,111,114,0.391,0.455,0.33,0.767,46.6,23.9,14.7,6.9,6.3,1.2,107.6,106.6,0.55,0.524,0.464,0.369,0.798,47.2,24.2,12.3,7.1,4.3,2.7,112.2,109.5,0.563,0,12/01/2021
290,290,,Washington Wizards,Minnesota Timberwolves,22100321,115,107,0.619,0.459,0.322,0.785,46.7,23.6,14.4,6.3,5.4,0.1,106.7,106.6,0.555,0.524,0.43,0.333,0.763,45.5,23.3,16.0,9.1,6.1,1.5,106.6,105.0,0.537,1,12/01/2021
291,291,,Oklahoma City Thunder,Houston Rockets,22100326,110,114,0.3,0.407,0.305,0.737,48.1,20.4,14.2,7.3,4.6,-7.3,99.3,106.6,0.504,0.2,0.434,0.329,0.689,44.4,21.2,17.9,6.9,4.6,-8.2,100.0,108.1,0.535,0,12/01/2021
292,292,,New Orleans Pelicans,Dallas Mavericks,22100325,107,139,0.261,0.429,0.337,0.817,46.9,24.3,15.5,7.7,4.1,-6.6,104.8,110.8,0.529,0.526,0.438,0.332,0.73,44.8,23.0,12.0,7.8,4.5,-2.5,106.6,109.2,0.538,0,12/01/2021
293,293,,New York Knicks,Chicago Bulls,22100328,115,119,0.524,0.44,0.365,0.767,46.7,22.0,14.1,6.9,5.8,0.0,108.2,108.6,0.55,0.636,0.47,0.371,0.832,43.7,23.6,13.5,8.3,4.4,4.5,110.0,105.4,0.57,0,12/02/2021
294,294,,Phoenix Suns,Detroit Pistons,22100331,114,103,0.857,0.481,0.364,0.786,44.6,26.0,13.3,9.0,4.0,7.5,110.7,103.5,0.577,0.19,0.405,0.295,0.786,43.2,21.6,15.4,8.3,4.8,-9.7,99.8,109.3,0.51,1,12/02/2021
295,295,,Portland Trail Blazers,San Antonio Spurs,22100332,83,114,0.5,0.458,0.355,0.79,45.3,23.9,13.5,8.0,4.7,0.3,111.6,111.7,0.567,0.316,0.466,0.342,0.687,44.3,27.2,13.0,8.4,5.1,-1.8,106.4,107.8,0.538,0,12/02/2021
296,296,,Toronto Raptors,Milwaukee Bucks,22100329,97,93,0.409,0.435,0.34,0.779,45.8,21.3,13.5,9.8,4.8,-1.1,108.9,110.0,0.529,0.636,0.455,0.362,0.739,47.0,22.9,14.1,7.4,4.4,3.6,109.7,106.2,0.565,1,12/02/2021
297,297,,Memphis Grizzlies,Oklahoma City Thunder,22100330,152,79,0.524,0.444,0.334,0.775,47.0,24.8,13.4,9.3,6.2,-4.3,109.1,113.7,0.538,0.286,0.41,0.303,0.739,47.5,20.2,14.2,7.4,4.7,-7.2,100.0,107.1,0.506,1,12/02/2021
298,298,,Golden State Warriors,Phoenix Suns,22100340,118,96,0.857,0.476,0.367,0.768,46.9,28.9,16.3,9.8,4.8,12.5,112.4,99.8,0.592,0.864,0.484,0.37,0.782,44.7,25.9,13.3,9.0,4.0,7.7,111.0,103.6,0.579,1,12/03/2021
299,299,,Los Angeles Lakers,LA Clippers,22100341,115,119,0.522,0.462,0.348,0.74,44.2,23.1,15.2,8.2,5.7,-1.5,106.2,107.9,0.556,0.5,0.446,0.348,0.802,44.9,22.7,15.1,8.0,4.4,1.0,105.2,104.5,0.552,0,12/03/2021
300,300,,Brooklyn Nets,Minnesota Timberwolves,22100336,110,105,0.714,0.468,0.372,0.81,44.3,25.4,14.1,6.9,5.4,4.0,109.5,105.5,0.58,0.5,0.429,0.332,0.768,45.3,23.0,15.8,8.8,6.1,1.1,106.6,105.5,0.537,1,12/03/2021
301,301,,Houston Rockets,Orlando Magic,22100337,118,116,0.238,0.437,0.332,0.697,44.2,21.4,18.0,7.0,4.9,-7.7,100.8,108.3,0.539,0.217,0.417,0.319,0.747,45.3,22.0,15.2,6.8,4.9,-10.3,101.0,111.1,0.517,1,12/03/2021
302,302,,Utah Jazz,Boston Celtics,22100339,137,130,0.667,0.473,0.357,0.777,47.3,22.4,15.1,7.7,5.7,9.8,115.2,105.4,0.593,0.545,0.434,0.328,0.813,46.9,22.3,13.9,7.4,5.7,1.6,105.6,104.5,0.541,1,12/03/2021
303,303,,Dallas Mavericks,New Orleans Pelicans,22100338,91,107,0.55,0.45,0.341,0.731,44.4,23.5,12.3,7.7,4.4,-0.7,108.6,109.4,0.55,0.25,0.43,0.338,0.819,46.4,24.3,15.6,7.8,4.0,-7.7,105.1,112.3,0.53,0,12/03/2021
304,304,,Atlanta Hawks,Philadelphia 76ers,22100335,96,98,0.545,0.466,0.374,0.799,47.0,24.2,12.3,6.9,4.5,2.7,112.4,109.7,0.565,0.5,0.455,0.356,0.815,44.0,23.2,12.7,8.3,6.2,1.0,109.7,108.3,0.559,0,12/03/2021
305,305,,Indiana Pacers,Miami Heat,22100333,104,113,0.375,0.456,0.329,0.769,46.3,23.9,14.5,7.0,6.2,1.0,107.8,107.1,0.551,0.591,0.458,0.346,0.804,46.1,24.8,14.7,7.8,2.5,4.2,110.1,106.2,0.565,0,12/03/2021
306,306,,Washington Wizards,Cleveland Cavaliers,22100334,101,116,0.636,0.461,0.322,0.781,47.0,24.1,14.4,6.3,5.5,0.5,107.1,106.6,0.556,0.545,0.453,0.344,0.777,46.1,24.8,16.6,7.5,4.3,2.2,106.6,104.1,0.556,0,12/03/2021
307,307,,Golden State Warriors,San Antonio Spurs,22100346,107,112,0.864,0.476,0.372,0.767,47.1,28.9,16.3,9.8,4.9,13.0,112.6,99.6,0.592,0.35,0.467,0.345,0.69,44.5,27.4,13.1,8.5,5.1,-0.2,106.7,106.6,0.54,0,12/04/2021
308,308,,New York Knicks,Denver Nuggets,22100342,99,113,0.5,0.443,0.364,0.77,46.3,21.9,14.3,7.1,5.9,-0.1,108.5,109.1,0.553,0.476,0.461,0.333,0.748,44.1,24.9,14.3,7.5,4.0,-0.5,107.4,108.2,0.556,0,12/04/2021
309,309,,Brooklyn Nets,Chicago Bulls,22100343,107,111,0.727,0.468,0.368,0.808,44.1,25.4,14.2,6.8,5.3,4.0,109.3,105.4,0.58,0.652,0.471,0.371,0.837,43.5,23.6,13.6,8.4,4.5,4.5,110.4,105.7,0.571,0,12/04/2021
310,310,,Milwaukee Bucks,Miami Heat,22100344,124,102,0.609,0.452,0.362,0.738,47.2,22.7,14.2,7.3,4.4,3.2,109.5,106.3,0.561,0.609,0.461,0.351,0.805,45.9,24.8,14.7,7.7,2.6,4.4,110.7,106.6,0.568,1,12/04/2021
311,311,,Sacramento Kings,LA Clippers,22100348,104,99,0.391,0.449,0.325,0.752,44.3,22.3,14.0,7.1,4.6,-3.3,108.9,111.7,0.548,0.522,0.449,0.352,0.806,44.6,23.0,14.9,7.9,4.3,1.2,106.1,105.2,0.556,1,12/04/2021
312,312,,Portland Trail Blazers,Boston Celtics,22100347,117,145,0.478,0.454,0.354,0.789,45.1,23.6,13.7,8.0,4.7,-1.1,110.4,111.8,0.563,0.522,0.438,0.329,0.822,46.2,22.4,13.6,7.4,5.6,1.3,106.6,106.0,0.545,0,12/04/2021
313,313,,Dallas Mavericks,Memphis Grizzlies,22100345,90,97,0.524,0.448,0.339,0.726,44.3,23.2,12.5,7.6,4.3,-1.5,107.8,109.4,0.548,0.545,0.452,0.343,0.773,47.3,25.5,13.3,9.7,6.4,-0.9,111.1,112.3,0.547,0,12/04/2021
314,314,,Cleveland Cavaliers,Utah Jazz,22100349,108,109,0.565,0.454,0.347,0.776,46.5,25.1,16.6,7.3,4.4,2.8,107.2,104.2,0.557,0.682,0.477,0.366,0.781,47.2,22.6,15.3,7.5,5.6,9.7,116.2,106.5,0.6,0,12/05/2021
315,315,,Houston Rockets,New Orleans Pelicans,22100352,118,108,0.273,0.439,0.334,0.702,43.8,21.9,17.7,7.0,4.9,-7.2,101.6,108.6,0.542,0.28,0.429,0.34,0.815,46.8,24.5,15.4,7.7,4.0,-6.7,105.3,111.5,0.53,1,12/05/2021
316,316,,Atlanta Hawks,Charlotte Hornets,22100350,127,130,0.522,0.464,0.373,0.799,47.1,24.1,12.5,6.9,4.4,2.5,112.1,109.5,0.564,0.542,0.457,0.383,0.742,43.1,25.7,12.9,8.7,5.4,-0.5,111.5,111.7,0.561,0,12/05/2021
317,317,,Toronto Raptors,Washington Wizards,22100351,102,90,0.435,0.435,0.34,0.775,46.0,21.4,13.5,9.9,4.9,-0.9,108.9,109.7,0.529,0.609,0.461,0.322,0.782,46.4,24.0,14.2,6.3,5.4,-0.2,107.1,107.2,0.556,1,12/05/2021
318,318,,Golden State Warriors,Orlando Magic,22100361,126,95,0.826,0.475,0.37,0.763,47.0,28.8,16.2,9.7,4.8,12.2,112.4,100.1,0.59,0.208,0.42,0.321,0.754,45.2,22.1,15.3,6.8,4.9,-9.9,101.6,111.4,0.521,1,12/06/2021
319,319,,Chicago Bulls,Denver Nuggets,22100357,109,97,0.667,0.471,0.369,0.83,43.7,23.5,13.4,8.2,4.7,4.5,110.5,105.8,0.571,0.5,0.464,0.34,0.751,44.2,25.3,14.3,7.6,4.1,0.2,108.2,108.2,0.56,1,12/06/2021
320,320,,Phoenix Suns,San Antonio Spurs,22100360,108,104,0.826,0.48,0.37,0.779,44.4,25.8,13.5,9.0,4.0,6.4,110.4,104.2,0.576,0.381,0.468,0.345,0.698,44.5,27.3,13.0,8.6,5.1,0.0,106.9,106.7,0.542,1,12/06/2021
321,321,,Miami Heat,Memphis Grizzlies,22100356,90,105,0.583,0.459,0.353,0.8,45.7,25.1,14.7,7.6,2.7,3.3,110.5,107.4,0.567,0.565,0.453,0.343,0.762,47.6,25.3,13.7,9.7,6.3,-0.5,110.7,111.5,0.547,0,12/06/2021
322,322,,Detroit Pistons,Oklahoma City Thunder,22100354,103,114,0.182,0.407,0.299,0.785,42.9,21.5,15.3,8.2,4.8,-9.8,100.0,109.7,0.512,0.273,0.407,0.302,0.743,46.6,19.9,14.5,7.1,4.7,-10.2,99.1,109.2,0.505,0,12/06/2021
323,323,,Milwaukee Bucks,Cleveland Cavaliers,22100358,112,104,0.625,0.452,0.362,0.745,47.7,23.1,14.2,7.1,4.5,4.0,110.1,106.3,0.562,0.542,0.454,0.348,0.776,46.6,24.9,16.5,7.5,4.4,2.6,107.5,104.7,0.557,1,12/06/2021
324,324,,Portland Trail Blazers,LA Clippers,22100362,90,102,0.458,0.455,0.352,0.789,44.6,23.6,13.5,7.9,4.6,-2.2,110.7,113.3,0.563,0.5,0.446,0.353,0.798,44.6,23.0,15.0,7.9,4.3,0.9,105.7,105.0,0.553,0,12/06/2021
325,325,,Indiana Pacers,Washington Wizards,22100355,116,110,0.36,0.456,0.326,0.768,46.2,23.8,14.5,7.0,6.1,0.6,108.1,107.8,0.551,0.583,0.459,0.322,0.78,46.4,23.9,14.1,6.2,5.4,-0.7,106.7,107.4,0.555,1,12/06/2021
326,326,,Minnesota Timberwolves,Atlanta Hawks,22100359,110,121,0.478,0.427,0.331,0.771,45.2,22.9,15.9,8.7,6.0,0.9,106.4,105.5,0.536,0.5,0.466,0.378,0.798,47.0,24.3,12.4,6.8,4.4,2.3,112.7,110.3,0.567,0,12/06/2021
327,327,,Charlotte Hornets,Philadelphia 76ers,22100353,124,127,0.56,0.46,0.386,0.742,42.9,25.5,12.6,8.7,5.3,-0.3,112.2,112.2,0.565,0.522,0.456,0.357,0.813,43.9,23.2,12.7,8.3,6.1,1.0,109.6,108.1,0.559,0,12/06/2021
328,328,,San Antonio Spurs,New York Knicks,22100364,109,121,0.364,0.466,0.346,0.698,44.3,27.4,13.1,8.7,5.1,-0.1,106.7,106.7,0.54,0.478,0.441,0.361,0.772,46.3,22.0,14.2,7.1,5.8,-0.8,108.6,109.8,0.551,0,12/07/2021
329,329,,Los Angeles Lakers,Boston Celtics,22100365,117,102,0.5,0.463,0.348,0.735,44.2,23.4,15.1,8.2,5.6,-1.6,106.9,108.6,0.557,0.542,0.443,0.339,0.826,46.2,22.5,13.5,7.3,5.6,2.4,108.3,106.5,0.553,1,12/07/2021
330,330,,Dallas Mavericks,Brooklyn Nets,22100363,99,102,0.5,0.443,0.339,0.724,44.3,23.1,12.6,7.7,4.1,-1.7,107.2,109.0,0.543,0.696,0.465,0.366,0.807,44.6,25.5,13.9,6.8,5.3,3.7,109.3,105.6,0.574,0,12/07/2021
331,331,,Golden State Warriors,Portland Trail Blazers,22100376,104,94,0.833,0.476,0.376,0.758,46.8,28.7,16.1,9.9,4.7,12.9,112.8,99.8,0.592,0.44,0.454,0.349,0.787,44.7,23.3,13.7,7.8,4.7,-2.6,110.0,112.9,0.561,1,12/08/2021
332,332,,LA Clippers,Boston Celtics,22100378,114,111,0.52,0.446,0.352,0.793,44.3,22.8,14.9,7.9,4.4,1.4,105.6,104.5,0.552,0.52,0.443,0.338,0.819,45.7,22.7,13.5,7.4,5.6,1.7,108.1,107.0,0.552,1,12/08/2021
333,333,,Miami Heat,Milwaukee Bucks,22100370,113,104,0.56,0.459,0.351,0.801,45.3,25.1,15.1,7.8,2.9,2.5,109.8,107.4,0.566,0.64,0.452,0.363,0.747,47.8,23.0,14.3,7.1,4.5,4.2,110.1,106.1,0.563,1,12/08/2021
334,334,,Cleveland Cavaliers,Chicago Bulls,22100367,115,92,0.52,0.451,0.347,0.783,46.3,25.0,16.2,7.5,4.4,2.2,107.3,104.9,0.556,0.68,0.47,0.369,0.825,44.2,23.6,13.3,8.0,4.8,4.8,110.5,105.6,0.57,1,12/08/2021
335,335,,Houston Rockets,Brooklyn Nets,22100372,114,104,0.304,0.442,0.338,0.707,43.8,22.1,17.6,6.9,4.9,-6.5,102.6,109.0,0.546,0.708,0.467,0.365,0.806,44.9,25.7,13.9,6.7,5.3,3.7,109.3,105.7,0.574,1,12/08/2021
336,336,,Sacramento Kings,Orlando Magic,22100377,142,130,0.417,0.448,0.326,0.755,44.5,22.1,14.1,7.1,4.7,-3.0,108.5,111.1,0.548,0.2,0.42,0.319,0.757,44.9,21.9,15.6,6.9,4.8,-10.8,101.2,111.8,0.522,1,12/08/2021
337,337,,Detroit Pistons,Washington Wizards,22100368,116,119,0.174,0.407,0.304,0.785,43.3,21.5,15.3,8.2,4.9,-9.8,100.1,109.9,0.512,0.56,0.462,0.325,0.782,46.0,24.0,14.1,6.4,5.3,-0.9,107.2,108.1,0.557,0,12/08/2021
338,338,,Indiana Pacers,New York Knicks,22100369,122,102,0.385,0.458,0.328,0.776,46.1,23.9,14.6,7.2,6.3,0.9,108.7,108.3,0.554,0.5,0.443,0.366,0.776,46.6,22.1,14.1,7.1,5.8,-0.2,109.3,110.0,0.554,1,12/08/2021
339,339,,Minnesota Timberwolves,Utah Jazz,22100374,104,136,0.458,0.426,0.334,0.772,45.4,22.9,15.6,8.7,6.0,0.4,106.7,106.2,0.535,0.696,0.475,0.369,0.784,47.3,22.7,15.4,7.5,5.5,9.4,116.2,106.9,0.599,0,12/08/2021
340,340,,Charlotte Hornets,Philadelphia 76ers,22100366,106,110,0.538,0.459,0.384,0.741,42.8,25.7,12.4,8.6,5.3,-0.4,112.6,112.7,0.564,0.542,0.459,0.36,0.809,44.1,23.4,12.8,8.2,6.3,1.1,110.2,108.7,0.562,0,12/08/2021
